Unnamed: 0,id,index,student_id,date,review_text,rating,rating_facilities,rating_clubs,rating_careerService,rating_internet,source,type,token_list,num_token,rating_bin,rating_cat,length_bin,sample_criteria
296,3_297_493_292,296,952949.0,9th March 21,Have not been able to access a lot of what the uni provides this year but have enjoyed what I have been able to do!,3.8,5,3,3,5,data3_557,university review,"['Have', 'not', 'been', 'able', 'to', 'access', 'a', 'lot', 'of', 'what', 'the', 'uni', 'provides', 'this', 'year', 'but', 'have', 'enjoyed', 'what', 'I', 'have', 'been', 'able', 'to', 'do', '!']",26,"(2.5, 4.0]",Conf/Neu,"(21.0, 41.0]","Conf/Neu_(21.0, 41.0]"
297,3_298_67_257,297,1152486.0,5th March 21,Happy to choose Exeter :) The faculty is amazing and always available to help. I believe if COVID would not have been there the experience would have been more amazing.,4.4,5,3,4,5,data3_557,university review,"['Happy', 'to', 'choose', 'Exeter', ':', ')', 'The', 'faculty', 'is', 'amazing', 'and', 'always', 'available', 'to', 'help', '.', 'I', 'believe', 'if', 'COVID', 'would', 'not', 'have', 'been', 'there', 'the', 'experience', 'would', 'have', 'been', 'more', 'amazing', '.']",33,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
298,3_299_443_243,298,852095.0,3rd March 21,Havent really been on campus just had online teaching which has not been the greatest,3.2,4,3,3,3,data3_557,university review,"['Havent', 'really', 'been', 'on', 'campus', 'just', 'had', 'online', 'teaching', 'which', 'has', 'not', 'been', 'the', 'greatest']",15,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
299,3_300_492_186,299,951885.0,26th February 21,very nice good and convenient. And it is very close to the university.,5.0,5,5,5,5,data3_557,university review,"['very', 'nice', 'good', 'and', 'convenient', '.', 'And', 'it', 'is', 'very', 'close', 'to', 'the', 'university', '.']",15,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
300,3_301_17_179,300,1051537.0,25th February 21,It’s a good university with a nice social life but as fun as you will hope,4.6,5,4,4,5,data3_557,university review,"['It', '’', 's', 'a', 'good', 'university', 'with', 'a', 'nice', 'social', 'life', 'but', 'as', 'fun', 'as', 'you', 'will', 'hope']",18,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
301,3_302_396_165,301,751172.0,23rd February 21,The University is great at sorting out career opportunities and the campus is great with very good facilities,4.2,5,4,4,4,data3_557,university review,"['The', 'University', 'is', 'great', 'at', 'sorting', 'out', 'career', 'opportunities', 'and', 'the', 'campus', 'is', 'great', 'with', 'very', 'good', 'facilities']",18,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
302,3_303_126_114,302,1249909.0,19th February 21,"Very happy to live here, the environment is very good, and close to the city centre. Most important thing is our receptionists are very friendly!!",5.0,5,5,5,5,data3_557,university review,"['Very', 'happy', 'to', 'live', 'here', ',', 'the', 'environment', 'is', 'very', 'good', ',', 'and', 'close', 'to', 'the', 'city', 'centre', '.', 'Most', 'important', 'thing', 'is', 'our', 'receptionists', 'are', 'very', 'friendly', '!', '!']",30,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
303,3_304_125_32,303,1249625.0,12th February 21,"Exeter is one of a good universities that come with good location and nature. There a lot of experts, good professors and staffs who always support the learners",5.0,5,5,5,5,data3_557,university review,"['Exeter', 'is', 'one', 'of', 'a', 'good', 'universities', 'that', 'come', 'with', 'good', 'location', 'and', 'nature', '.', 'There', 'a', 'lot', 'of', 'experts', ',', 'good', 'professors', 'and', 'staffs', 'who', 'always', 'support', 'the', 'learners']",30,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
304,3_305_124_20,304,1249531.0,11th February 21,"Good facility and good education background, With excellent teacher group",5.0,5,5,5,5,data3_557,university review,"['Good', 'facility', 'and', 'good', 'education', 'background', ',', 'With', 'excellent', 'teacher', 'group']",11,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
305,3_306_299_263,305,549530.0,6th December 20,"The university campus is really nice, however, it's a disappointing place to study your PhD. The lecturers are unhelpful they just scratching each other backs, regardless of students rights; it's a trap try to avoid it. I am happy that I am not there anymore.",3.2,4,3,3,3,data3_557,university review,"['The', 'university', 'campus', 'is', 'really', 'nice', ',', 'however', ',', 'it', ""'s"", 'a', 'disappointing', 'place', 'to', 'study', 'your', 'PhD', '.', 'The', 'lecturers', 'are', 'unhelpful', 'they', 'just', 'scratching', 'each', 'other', 'backs', ',', 'regardless', 'of', 'students', 'rights', ';', 'it', ""'s"", 'a', 'trap', 'try', 'to', 'avoid', 'it', '.', 'I', 'am', 'happy', 'that', 'I', 'am', 'not', 'there', 'anymore', '.']",54,"(2.5, 4.0]",Conf/Neu,"(41.0, 61.0]","Conf/Neu_(41.0, 61.0]"
306,3_307_123_169,306,1249506.0,23rd November 20,"Although the university campus is really nice, it has been a really disappointing place to study. The lecturers are chosen based on the quality of their research but definitely not their teaching, some of my lecturers are great but lots of them are just not good at lecturing despite being so intelligent. There is a disgraceful lack of student support with mental health, the isolation of covid 19 and other issues I have had with my degree. The university campus security are rude and even violent towards students and very vindictive. The university nightlife is pretty terrible so if thats something you care about go elsewhere. Overall I am now left in debt and hating being here I would not recommend the university to anyone.",4.2,4,4,5,4,data3_557,university review,"['Although', 'the', 'university', 'campus', 'is', 'really', 'nice', ',', 'it', 'has', 'been', 'a', 'really', 'disappointing', 'place', 'to', 'study', '.', 'The', 'lecturers', 'are', 'chosen', 'based', 'on', 'the', 'quality', 'of', 'their', 'research', 'but', 'definitely', 'not', 'their', 'teaching', ',', 'some', 'of', 'my', 'lecturers', 'are', 'great', 'but', 'lots', 'of', 'them', 'are', 'just', 'not', 'good', 'at', 'lecturing', 'despite', 'being', 'so', 'intelligent', '.', 'There', 'is', 'a', 'disgraceful', 'lack', 'of', 'student', 'support', 'with', 'mental', 'health', ',', 'the', 'isolation', 'of', 'covid', '19', 'and', 'other', 'issues', 'I', 'have', 'had', 'with', 'my', 'degree', '.', 'The', 'university', 'campus', 'security', 'are', 'rude', 'and', 'even', 'violent', 'towards', 'students', 'and', 'very', 'vindictive', '.', 'The', 'university', 'nightlife', 'is', 'pretty', 'terrible', 'so', 'if', 'thats', 'something', 'you', 'care', 'about', 'go', 'elsewhere', '.', 'Overall', 'I', 'am', 'now', 'left', 'in', 'debt', 'and', 'hating', 'being', 'here', 'I', 'would', 'not', 'recommend', 'the', 'university', 'to', 'anyone', '.']",134,"(4.0, 5.0]",Pos,"(121.0, 141.0]","Pos_(121.0, 141.0]"
307,3_308_65_50,307,1149445.0,13th November 20,"The best thing about Exeter is definitely the campus, it’s always so lively and a fun place to be",5.0,5,5,5,5,data3_557,university review,"['The', 'best', 'thing', 'about', 'Exeter', 'is', 'definitely', 'the', 'campus', ',', 'it', '’', 's', 'always', 'so', 'lively', 'and', 'a', 'fun', 'place', 'to', 'be']",22,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
308,3_309_395_252,308,749444.0,4th November 20,Exeter is great. Facilities are some of the best and campus is so green and beautiful,4.4,5,4,4,5,data3_557,university review,"['Exeter', 'is', 'great', '.', 'Facilities', 'are', 'some', 'of', 'the', 'best', 'and', 'campus', 'is', 'so', 'green', 'and', 'beautiful']",17,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
309,3_310_215_160,309,2728.0,22nd October 20,"A Russell group University, a university which tops the student satisfaction levels list almost every year. Great faculty.",5.0,5,5,5,5,data3_557,university review,"['A', 'Russell', 'group', 'University', ',', 'a', 'university', 'which', 'tops', 'the', 'student', 'satisfaction', 'levels', 'list', 'almost', 'every', 'year', '.', 'Great', 'faculty', '.']",21,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
310,3_311_214_65,310,2719.0,14th October 20,"While my personal tutor is very supportive the university's response to COVID was quite poor. Our recorded remote lectures are not the best value compared to our course fees, there are lack of additional support and resources online. There are a lot of IT issues with ELE and lack of tutor groups.",3.8,3,4,4,4,data3_557,university review,"['While', 'my', 'personal', 'tutor', 'is', 'very', 'supportive', 'the', 'university', ""'s"", 'response', 'to', 'COVID', 'was', 'quite', 'poor', '.', 'Our', 'recorded', 'remote', 'lectures', 'are', 'not', 'the', 'best', 'value', 'compared', 'to', 'our', 'course', 'fees', ',', 'there', 'are', 'lack', 'of', 'additional', 'support', 'and', 'resources', 'online', '.', 'There', 'are', 'a', 'lot', 'of', 'IT', 'issues', 'with', 'ELE', 'and', 'lack', 'of', 'tutor', 'groups', '.']",57,"(2.5, 4.0]",Conf/Neu,"(41.0, 61.0]","Conf/Neu_(41.0, 61.0]"
311,3_312_113_85,311,123.0,16th September 20,"Streatham Campus is nice, especially the forum and the library (if you can get a seat). The university themselves are terrible at organisation, especially for picking new modules or helping you solve issues. Some societies are a bit pricey to join, especially the sports ones, but mostly are worth it. The lecturers are mostly very good.",2.8,4,3,2,3,data3_557,university review,"['Streatham', 'Campus', 'is', 'nice', ',', 'especially', 'the', 'forum', 'and', 'the', 'library', '(', 'if', 'you', 'can', 'get', 'a', 'seat', ')', '.', 'The', 'university', 'themselves', 'are', 'terrible', 'at', 'organisation', ',', 'especially', 'for', 'picking', 'new', 'modules', 'or', 'helping', 'you', 'solve', 'issues', '.', 'Some', 'societies', 'are', 'a', 'bit', 'pricey', 'to', 'join', ',', 'especially', 'the', 'sports', 'ones', ',', 'but', 'mostly', 'are', 'worth', 'it', '.', 'The', 'lecturers', 'are', 'mostly', 'very', 'good', '.']",66,"(2.5, 4.0]",Conf/Neu,"(61.0, 81.0]","Conf/Neu_(61.0, 81.0]"
312,3_313_15_72,312,1049099.0,15th July 20,WARNING Do not booking Accommodation with Exeter one or Amber Student they are Not Refunding Students during a COVID-19,1.0,1,1,1,1,data3_557,university review,"['WARNING', 'Do', 'not', 'booking', 'Accommodation', 'with', 'Exeter', 'one', 'or', 'Amber', 'Student', 'they', 'are', 'Not', 'Refunding', 'Students', 'during', 'a', 'COVID-19']",19,"(0.999, 2.5]",Neg,"(0.999, 21.0]","Neg_(0.999, 21.0]"
313,3_314_216_128,313,2908.0,1st July 20,"@ my international students, STAY AWAY from this university. They consistently hike up prices for int students AND the support for international students is deplorable. I cannot believe they would be so heartless to spike up fees twice as much during a pandemic where people are struggling.",2.8,4,3,4,1,data3_557,university review,"['@', 'my', 'international', 'students', ',', 'STAY', 'AWAY', 'from', 'this', 'university', '.', 'They', 'consistently', 'hike', 'up', 'prices', 'for', 'int', 'students', 'AND', 'the', 'support', 'for', 'international', 'students', 'is', 'deplorable', '.', 'I', 'can', 'not', 'believe', 'they', 'would', 'be', 'so', 'heartless', 'to', 'spike', 'up', 'fees', 'twice', 'as', 'much', 'during', 'a', 'pandemic', 'where', 'people', 'are', 'struggling', '.']",52,"(2.5, 4.0]",Conf/Neu,"(41.0, 61.0]","Conf/Neu_(41.0, 61.0]"
314,3_315_336_189,314,648584.0,26th June 20,the university has so many opportunities available to all students.,5.0,5,5,5,5,data3_557,university review,"['the', 'university', 'has', 'so', 'many', 'opportunities', 'available', 'to', 'all', 'students', '.']",11,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
315,3_316_14_189,315,1048407.0,26th June 20,Such a fun and challenging experience!,4.8,5,5,5,5,data3_557,university review,"['Such', 'a', 'fun', 'and', 'challenging', 'experience', '!']",7,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
316,3_317_64_174,316,1148405.0,24th June 20,"Although lots of my time at Exeter has been brilliant and I wouldn't trade the friends I have made for anything the academic support is absolutely awful. The staff are unsympathetic, feedback vague and contradictory. I went to my tutor to ask for more detailed feedback or examples of how I could have improved my work and he was unable to go into more detail but considering the mark I was given there must have been a lot there to improve. If you're going to spend £9,250, spend it on somewhere that actually cares about its students. Exeter only cares about it's reputation and the lecturers are definitely chosen based on their research rather than the quality of their teaching which would be fine but again for the amount of money you would be better off elsewhere.",4.0,4,4,4,5,data3_557,university review,"['Although', 'lots', 'of', 'my', 'time', 'at', 'Exeter', 'has', 'been', 'brilliant', 'and', 'I', 'would', ""n't"", 'trade', 'the', 'friends', 'I', 'have', 'made', 'for', 'anything', 'the', 'academic', 'support', 'is', 'absolutely', 'awful', '.', 'The', 'staff', 'are', 'unsympathetic', ',', 'feedback', 'vague', 'and', 'contradictory', '.', 'I', 'went', 'to', 'my', 'tutor', 'to', 'ask', 'for', 'more', 'detailed', 'feedback', 'or', 'examples', 'of', 'how', 'I', 'could', 'have', 'improved', 'my', 'work', 'and', 'he', 'was', 'unable', 'to', 'go', 'into', 'more', 'detail', 'but', 'considering', 'the', 'mark', 'I', 'was', 'given', 'there', 'must', 'have', 'been', 'a', 'lot', 'there', 'to', 'improve', '.', 'If', 'you', ""'re"", 'going', 'to', 'spend', '£9,250', ',', 'spend', 'it', 'on', 'somewhere', 'that', 'actually', 'cares', 'about', 'its', 'students', '.', 'Exeter', 'only', 'cares', 'about', 'it', ""'s"", 'reputation', 'and', 'the', 'lecturers', 'are', 'definitely', 'chosen', 'based', 'on', 'their', 'research', 'rather', 'than', 'the', 'quality', 'of', 'their', 'teaching', 'which', 'would', 'be', 'fine', 'but', 'again', 'for', 'the', 'amount', 'of', 'money', 'you', 'would', 'be', 'better', 'off', 'elsewhere', '.']",147,"(2.5, 4.0]",Conf/Neu,"(141.0, 161.0]","Conf/Neu_(141.0, 161.0]"
317,3_318_298_138,317,548394.0,20th June 20,living and studying in exeter is good，everything you found here will be a joy to your life,4.0,4,4,4,4,data3_557,university review,"['living', 'and', 'studying', 'in', 'exeter', 'is', 'good，everything', 'you', 'found', 'here', 'will', 'be', 'a', 'joy', 'to', 'your', 'life']",17,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
318,3_319_297_138,318,548235.0,20th June 20,"really bad stuff，enter rooms for no reason，Hanna trading tenants very bad，and looks for trouble，charge extra payment.
very bad Wi-Fi.
bad security，no CCTV.
bad noise isolation between floors.",1.0,1,1,1,1,data3_557,university review,"['really', 'bad', 'stuff，enter', 'rooms', 'for', 'no', 'reason，Hanna', 'trading', 'tenants', 'very', 'bad，and', 'looks', 'for', 'trouble，charge', 'extra', 'payment', '.', 'very', 'bad', 'Wi-Fi', '.', 'bad', 'security，no', 'CCTV', '.', 'bad', 'noise', 'isolation', 'between', 'floors', '.']",31,"(0.999, 2.5]",Neg,"(21.0, 41.0]","Neg_(21.0, 41.0]"
319,3_320_335_80,319,648157.0,16th June 20,Exeter University has been a joy to study in for three years. I couldn’t have asked for a better undergraduate experience.,5.0,5,5,5,5,data3_557,university review,"['Exeter', 'University', 'has', 'been', 'a', 'joy', 'to', 'study', 'in', 'for', 'three', 'years', '.', 'I', 'couldn', '’', 't', 'have', 'asked', 'for', 'a', 'better', 'undergraduate', 'experience', '.']",25,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
320,3_321_517_277,320,98.0,8th June 20,"Great campus, the facilities are kept in good conditions and there are many clubs/societies to choose from for whatever hobbies you may have.",5.0,5,5,5,5,data3_557,university review,"['Great', 'campus', ',', 'the', 'facilities', 'are', 'kept', 'in', 'good', 'conditions', 'and', 'there', 'are', 'many', 'clubs/societies', 'to', 'choose', 'from', 'for', 'whatever', 'hobbies', 'you', 'may', 'have', '.']",25,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
321,3_322_236_269,321,447332.0,7th June 20,Great teaching and campus facilities. A huge range of societies.,4.4,4,5,5,4,data3_557,university review,"['Great', 'teaching', 'and', 'campus', 'facilities', '.', 'A', 'huge', 'range', 'of', 'societies', '.']",12,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
322,3_323_296_265,322,547309.0,6th June 20,The campus is really green and nice to walk around. Although the hills are a killer to walk up! The ram is a great little pub on campus but it would be nice to have another campus bar to hang out in!,3.8,4,3,4,4,data3_557,university review,"['The', 'campus', 'is', 'really', 'green', 'and', 'nice', 'to', 'walk', 'around', '.', 'Although', 'the', 'hills', 'are', 'a', 'killer', 'to', 'walk', 'up', '!', 'The', 'ram', 'is', 'a', 'great', 'little', 'pub', 'on', 'campus', 'but', 'it', 'would', 'be', 'nice', 'to', 'have', 'another', 'campus', 'bar', 'to', 'hang', 'out', 'in', '!']",45,"(2.5, 4.0]",Conf/Neu,"(41.0, 61.0]","Conf/Neu_(41.0, 61.0]"
323,3_324_63_197,323,1147308.0,27th May 20,"A brilliant university with excellent teaching and lots of student support. The student community really makes the experience, with fantastic student-led societies and events to take part in.",4.8,5,5,5,5,data3_557,university review,"['A', 'brilliant', 'university', 'with', 'excellent', 'teaching', 'and', 'lots', 'of', 'student', 'support', '.', 'The', 'student', 'community', 'really', 'makes', 'the', 'experience', ',', 'with', 'fantastic', 'student-led', 'societies', 'and', 'events', 'to', 'take', 'part', 'in', '.']",31,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
324,3_325_180_158,324,1347127.0,22nd May 20,Nice University for people who do not mind living in a small city. Has great facilities. Lots of societies to join and keep busy.,4.8,5,5,5,4,data3_557,university review,"['Nice', 'University', 'for', 'people', 'who', 'do', 'not', 'mind', 'living', 'in', 'a', 'small', 'city', '.', 'Has', 'great', 'facilities', '.', 'Lots', 'of', 'societies', 'to', 'join', 'and', 'keep', 'busy', '.']",27,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
325,3_326_491_105,325,947114.0,18th May 20,"You get out of university what you put into it, I would really recommend joining a sports team or society. And if you are looking for first year accommodation, I would recommend staying on campus.",4.0,5,3,4,5,data3_557,university review,"['You', 'get', 'out', 'of', 'university', 'what', 'you', 'put', 'into', 'it', ',', 'I', 'would', 'really', 'recommend', 'joining', 'a', 'sports', 'team', 'or', 'society', '.', 'And', 'if', 'you', 'are', 'looking', 'for', 'first', 'year', 'accommodation', ',', 'I', 'would', 'recommend', 'staying', 'on', 'campus', '.']",39,"(2.5, 4.0]",Conf/Neu,"(21.0, 41.0]","Conf/Neu_(21.0, 41.0]"
326,3_327_179_105,326,1347102.0,18th May 20,"The uni is nice and clean, the staffs are friendly",5.0,5,5,5,5,data3_557,university review,"['The', 'uni', 'is', 'nice', 'and', 'clean', ',', 'the', 'staffs', 'are', 'friendly']",11,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
327,3_328_235_105,327,447063.0,18th May 20,"The University of Exeter has excellent facilities. Had my course been less time-consuming, I would have taken the opportunity to do more sport and societies.
The only two things I found to be problematic were:
1. The student services team is slow, probably because they are understaffed, but also because their processes are poorly thought through. I expected a higher standard from a Russell Group university in this regard; having studied at undergraduate level with a non-Russell Group university, I was surprised when these processes were not nearly as good as my former university.
2. Student loans are released termly by Student Finance England. However, the University of Exeter seem to think it is reasonable to expect their tuition fee payments to come in per semester; so in two instalments, rather than the three they come in. As such, you have to apply to Student Services to get this changed; it just seems nonsensical.
Overall, I enjoyed my time studying at the University of Exeter.",4.4,5,5,3,4,data3_557,university review,"['The', 'University', 'of', 'Exeter', 'has', 'excellent', 'facilities', '.', 'Had', 'my', 'course', 'been', 'less', 'time-consuming', ',', 'I', 'would', 'have', 'taken', 'the', 'opportunity', 'to', 'do', 'more', 'sport', 'and', 'societies', '.', 'The', 'only', 'two', 'things', 'I', 'found', 'to', 'be', 'problematic', 'were', ':', '1', '.', 'The', 'student', 'services', 'team', 'is', 'slow', ',', 'probably', 'because', 'they', 'are', 'understaffed', ',', 'but', 'also', 'because', 'their', 'processes', 'are', 'poorly', 'thought', 'through', '.', 'I', 'expected', 'a', 'higher', 'standard', 'from', 'a', 'Russell', 'Group', 'university', 'in', 'this', 'regard', ';', 'having', 'studied', 'at', 'undergraduate', 'level', 'with', 'a', 'non-Russell', 'Group', 'university', ',', 'I', 'was', 'surprised', 'when', 'these', 'processes', 'were', 'not', 'nearly', 'as', 'good', 'as', 'my', 'former', 'university', '.', '2', '.', 'Student', 'loans', 'are', 'released', 'termly', 'by', 'Student', 'Finance', 'England', '.', 'However', ',', 'the', 'University', 'of', 'Exeter', 'seem', 'to', 'think', 'it', 'is', 'reasonable', 'to', 'expect', 'their', 'tuition', 'fee', 'payments', 'to', 'come', 'in', 'per', 'semester', ';', 'so', 'in', 'two', 'instalments', ',', 'rather', 'than', 'the', 'three', 'they', 'come', 'in', '.', 'As', 'such', ',', 'you', 'have', 'to', 'apply', 'to', 'Student', 'Services', 'to', 'get', 'this', 'changed', ';', 'it', 'just', 'seems', 'nonsensical', '.', 'Overall', ',', 'I', 'enjoyed', 'my', 'time', 'studying', 'at', 'the', 'University', 'of', 'Exeter', '.']",187,"(4.0, 5.0]",Pos,"(181.0, 201.0]","Pos_(181.0, 201.0]"
328,3_329_490_76,328,946914.0,15th May 20,University was fine; Falmouth (Glasney) campus accommodation was awful.,3.4,4,4,3,3,data3_557,university review,"['University', 'was', 'fine', ';', 'Falmouth', '(', 'Glasney', ')', 'campus', 'accommodation', 'was', 'awful', '.']",13,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
329,3_330_234_61,329,446857.0,14th May 20,There are so many clubs you can join and you'll meet some amazing people along the way! There is good wifi around the campus and lots of laptops available in the library and upstairs booths.,4.6,5,5,4,5,data3_557,university review,"['There', 'are', 'so', 'many', 'clubs', 'you', 'can', 'join', 'and', 'you', ""'ll"", 'meet', 'some', 'amazing', 'people', 'along', 'the', 'way', '!', 'There', 'is', 'good', 'wifi', 'around', 'the', 'campus', 'and', 'lots', 'of', 'laptops', 'available', 'in', 'the', 'library', 'and', 'upstairs', 'booths', '.']",38,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
330,3_331_62_61,330,1146843.0,14th May 20,Good university and it has a good reputation. I have really enjoyed my course,5.0,5,5,5,5,data3_557,university review,"['Good', 'university', 'and', 'it', 'has', 'a', 'good', 'reputation', '.', 'I', 'have', 'really', 'enjoyed', 'my', 'course']",15,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
331,3_332_13_67,331,1046627.0,15th April 20,An inclusive university with a wide array of societies available from sports clubs to subject related societies. Thoroughly enjoyed my first year and can’t wait for the years to come.,4.6,5,5,4,5,data3_557,university review,"['An', 'inclusive', 'university', 'with', 'a', 'wide', 'array', 'of', 'societies', 'available', 'from', 'sports', 'clubs', 'to', 'subject', 'related', 'societies', '.', 'Thoroughly', 'enjoyed', 'my', 'first', 'year', 'and', 'can', '’', 't', 'wait', 'for', 'the', 'years', 'to', 'come', '.']",34,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
332,3_333_489_52,332,946621.0,14th April 20,"I have just finished my first year of university and have really enjoyed myself. Im doing a straight Economics course that is managed well with constant feedback and information. I have also not been affected significantly be strikes which other universities have. However, the Students union isn't great when compared to other universities such as cardiff and bath, and there are only really 3 clubs, but this isn't too bad as 2 of those are actually very good nights out and are always packed.",4.4,5,4,5,5,data3_557,university review,"['I', 'have', 'just', 'finished', 'my', 'first', 'year', 'of', 'university', 'and', 'have', 'really', 'enjoyed', 'myself', '.', 'Im', 'doing', 'a', 'straight', 'Economics', 'course', 'that', 'is', 'managed', 'well', 'with', 'constant', 'feedback', 'and', 'information', '.', 'I', 'have', 'also', 'not', 'been', 'affected', 'significantly', 'be', 'strikes', 'which', 'other', 'universities', 'have', '.', 'However', ',', 'the', 'Students', 'union', 'is', ""n't"", 'great', 'when', 'compared', 'to', 'other', 'universities', 'such', 'as', 'cardiff', 'and', 'bath', ',', 'and', 'there', 'are', 'only', 'really', '3', 'clubs', ',', 'but', 'this', 'is', ""n't"", 'too', 'bad', 'as', '2', 'of', 'those', 'are', 'actually', 'very', 'good', 'nights', 'out', 'and', 'are', 'always', 'packed', '.']",93,"(4.0, 5.0]",Pos,"(81.0, 101.0]","Pos_(81.0, 101.0]"
333,3_334_178_52,333,1346611.0,14th April 20,Great uni! Loads of food outlets and study areas on campus,4.2,4,4,4,5,data3_557,university review,"['Great', 'uni', '!', 'Loads', 'of', 'food', 'outlets', 'and', 'study', 'areas', 'on', 'campus']",12,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
334,3_335_122_52,334,1246399.0,14th April 20,"The university is extremely inviting and welcoming and the lecturers on my course (Medicine) are so committed to what they do and to making us well rounded future doctors.
There’s always loads to do in our albeit it somewhat limited free time and I throughly enjoy being a part of all my societies",5.0,5,5,5,5,data3_557,university review,"['The', 'university', 'is', 'extremely', 'inviting', 'and', 'welcoming', 'and', 'the', 'lecturers', 'on', 'my', 'course', '(', 'Medicine', ')', 'are', 'so', 'committed', 'to', 'what', 'they', 'do', 'and', 'to', 'making', 'us', 'well', 'rounded', 'future', 'doctors', '.', 'There', '’', 's', 'always', 'loads', 'to', 'do', 'in', 'our', 'albeit', 'it', 'somewhat', 'limited', 'free', 'time', 'and', 'I', 'throughly', 'enjoy', 'being', 'a', 'part', 'of', 'all', 'my', 'societies']",58,"(4.0, 5.0]",Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]"
335,3_336_233_235,335,445822.0,3rd April 20,"The campus is very beautiful. So many trees
and flowers. People there are friendly and kind
. But I met a lecturer who can’t admit his mistake and gave wrong marks to almost all of my programme.",4.6,5,5,4,4,data3_557,university review,"['The', 'campus', 'is', 'very', 'beautiful', '.', 'So', 'many', 'trees', 'and', 'flowers', '.', 'People', 'there', 'are', 'friendly', 'and', 'kind', '.', 'But', 'I', 'met', 'a', 'lecturer', 'who', 'can', '’', 't', 'admit', 'his', 'mistake', 'and', 'gave', 'wrong', 'marks', 'to', 'almost', 'all', 'of', 'my', 'programme', '.']",42,"(4.0, 5.0]",Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]"
336,3_337_61_235,336,1145703.0,3rd April 20,Good University. Very good facilities. Lovely area.,4.6,5,4,5,4,data3_557,university review,"['Good', 'University', '.', 'Very', 'good', 'facilities', '.', 'Lovely', 'area', '.']",10,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
337,3_338_121_217,337,1245685.0,2nd April 20,"The campus services were actually great! I really benefitted from clubs and societies, which were beautifully organised and welcoming. I found really useful also the career service, which helped me to find a casual job for the term!",4.4,5,5,4,4,data3_557,university review,"['The', 'campus', 'services', 'were', 'actually', 'great', '!', 'I', 'really', 'benefitted', 'from', 'clubs', 'and', 'societies', ',', 'which', 'were', 'beautifully', 'organised', 'and', 'welcoming', '.', 'I', 'found', 'really', 'useful', 'also', 'the', 'career', 'service', ',', 'which', 'helped', 'me', 'to', 'find', 'a', 'casual', 'job', 'for', 'the', 'term', '!']",43,"(4.0, 5.0]",Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]"
338,3_339_474_122,338,9.0,1st April 20,Convenient system for students from abroad. Fast response from student support team.,5.0,5,5,5,5,data3_557,university review,"['Convenient', 'system', 'for', 'students', 'from', 'abroad', '.', 'Fast', 'response', 'from', 'student', 'support', 'team', '.']",14,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
339,3_340_334_156,339,645645.0,22nd March 20,Great experiences at studying here.,5.0,5,5,5,5,data3_557,university review,"['Great', 'experiences', 'at', 'studying', 'here', '.']",6,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
